sa2_name,state,pressure_score,erp_change_pct,growth_20yr,years_of_growth,dwellings_2526_fytd,seifa_disadvantage_score,total_dwellings_2023-24,lat,lon
Kalamunda - Maida Vale - Gooseberry Hill,WA,3.8,1.6,0.1053387107799576,17,24.0,1065.0,104.0,-31.9578563,116.0337271
Pooraka - Cavan,SA,3.8,1.2,0.1673173452314556,21,24.0,911.0,68.0,-34.8257023,138.6228595
Bundaberg,QLD,3.7,2.2,0.0625709191116874,16,16.0,810.0,116.0,-24.8653253,152.3516785
Broadbeach Waters,QLD,3.7,3.0,0.1495423488462034,16,35.0,1064.0,176.0,-28.027218,153.4168032
Mount Lawley - Inglewood,WA,3.7,2.9,0.2412601355842084,17,18.0,1073.0,104.0,-31.9216996,115.8851373
Kewdale,WA,3.7,3.0,0.4359018959819098,19,15.0,1001.0,92.0,-31.9760687,115.9423314
Wyong,NSW,3.7,0.7,0.2454763171899946,20,10.0,897.0,76.0,-33.2825132,151.4256691
East Maitland - Metford,NSW,3.7,0.0,0.2443611584327087,17,19.0,978.0,180.0,-32.7575206,151.5854642
Bossley Park - Abbotsbury,NSW,3.7,0.6,0.0242509217427429,13,22.0,922.0,216.0,-33.8622222,150.8844444
Clayton (North) - Notting Hill,VIC,3.7,10.6,1.6129687788656937,18,24.0,981.0,140.0,-37.9158025,145.1313859
Bendigo,VIC,3.6,-0.9,-0.067524115755627,6,23.0,919.0,776.0,-36.7590183,144.2826718
East Melbourne,VIC,3.6,2.3,0.3995176848874598,17,1.0,1107.0,24.0,-37.812498,144.9858851
Foster,VIC,3.6,1.1,0.1616100568113139,19,33.0,1005.0,228.0,-38.6509683,146.20186
Carrum - Patterson Lakes,VIC,3.6,0.8,0.2108181729740247,18,17.0,1043.0,272.0,-38.0716798,145.1484738
Kyneton,VIC,3.6,0.4,0.3358096197431377,22,24.0,1036.0,212.0,-37.247494,144.4552171
Girrawheen,WA,3.6,2.4,0.1004376367614879,13,33.0,859.0,96.0,-31.8418128,115.8402759
St Kilda - Central,VIC,3.6,4.0,0.6036920200958056,20,0.0,1047.0,1336.0,-37.8508465,144.9803185
Northgate - Virginia,QLD,3.5,1.0,0.3290127840909091,19,17.0,1053.0,104.0,-27.3878824,153.0692555
Wacol,QLD,3.5,3.6,0.4071283095723014,17,0.0,762.0,24.0,-27.589173,152.9243501
Helena Valley - Koongamia,WA,3.5,3.6,0.4109439720950512,18,37.0,1032.0,216.0,-31.9204975,116.0385035
Main Beach,QLD,3.5,1.4,0.2495564754583087,18,31.0,1059.0,76.0,-27.9787768,153.4271228
Moonta,SA,3.5,3.0,0.6789179653043222,22,40.0,938.0,286.0,-34.0675469,137.5894365
Woodcroft,SA,3.5,0.2,0.0750114626318202,18,52.0,1033.0,196.0,-35.1032023,138.5624215
West Wodonga,VIC,3.5,0.4,0.2104408352668213,20,33.0,961.0,254.0,-36.101468,146.8275134
Doreen - North,VIC,3.5,0.7,20.0,22,9.0,1051.0,164.0,-37.5963874,145.1428928
Coogee,WA,3.4,2.9,0.5107653840811224,20,11.0,1058.0,96.0,-33.9217004,151.2557975
Camden - Ellis Lane,NSW,3.4,0.4,0.2698322433892522,18,20.0,1041.0,140.0,-34.016087,150.7198849
Colac,VIC,3.3,0.2,0.1074083792530394,18,58.0,939.0,178.0,-38.3399766,143.5858537
Landsdale,WA,3.3,3.1,3.643672061554789,22,27.0,1059.0,232.0,-31.809048,115.8662569
Albion Park Rail,NSW,3.3,0.0,-0.0985767000527148,5,4.0,931.0,376.0,-34.5625775,150.7978168
Sunshine,VIC,3.3,1.6,0.2661320636511715,19,20.0,931.0,164.0,-37.7893319,144.8342699
Craignish - Dundowran Beach,QLD,3.3,2.5,1.7349290780141844,22,50.0,1006.0,112.0,-25.2827859,152.7477328
Zillmere,QLD,3.3,3.0,0.3297154202514891,18,5.0,937.0,28.0,-27.3587634,153.0376968
Sunshine West,VIC,3.2,1.2,0.1251422070534698,15,18.0,884.0,304.0,-37.7983442,144.8110919
Aldgate - Stirling,SA,3.2,1.1,0.04846158126078,18,27.0,1100.0,160.0,-35.0089981,138.7248921
Willoughby,NSW,3.2,2.8,0.1882707834264927,18,16.0,1090.0,120.0,-33.8015995,151.1836478
Mayfield - Warabrook,NSW,3.2,1.0,0.0896989555601064,22,24.0,986.0,164.0,-32.8983333,151.7344444
Karalee - Barellan Point,QLD,3.2,2.0,0.7947250559840756,22,19.0,1079.0,76.0,-27.55908,152.8252856
Tinana,QLD,3.1,2.0,0.651824034334764,22,46.0,963.0,68.0,-25.5448585,152.6594348
Upper Coomera (South) - Wongawallan,QLD,3.1,1.5,3.40486409155937,22,10.0,1056.0,84.0,-27.8529809,153.2982761
Geraldton - North,WA,3.1,2.6,0.8911978043520878,22,36.0,1008.0,158.0,-30.2824688,116.0974504
Bruce,ACT,3.1,2.5,1.8220577871740664,20,0.0,1099.0,4.0,-35.2453517,149.0916334
Cambridge Park,NSW,3.1,0.4,-0.0159360153947922,13,24.0,981.0,184.0,-33.7501365,150.7269025
St Kilda East,VIC,3.1,3.4,0.1481849496555378,18,2.0,1066.0,108.0,-37.8668218,145.0021657
Maroochy Hinterland,QLD,3.1,2.4,0.3327868852459016,19,17.0,1014.0,136.0,,
Birkdale,QLD,3.1,1.9,0.1731151890338271,19,44.0,1040.0,216.0,-27.4943324,153.2151619
Pyrmont,NSW,3.0,1.6,0.8624416277518345,17,0.0,1042.0,0.0,-33.8692145,151.1923633
South Bunbury - Bunbury,WA,3.0,0.9,0.1291271108124002,19,50.0,1003.0,112.0,-33.3622175,115.6302422
Paynesville,VIC,3.0,1.4,0.5417115757706402,22,46.0,989.0,244.0,-28.0583546,118.3361339
Stratton - Jane Brook,WA,3.0,2.0,0.2991322103113834,16,25.0,987.0,168.0,-31.8680117,116.0524145
Emu Park,QLD,3.0,2.1,0.838880706921944,22,28.0,951.0,168.0,-23.2493245,150.8129435
Unanderra - Mount Kembla,NSW,3.0,0.5,-0.0460448642266824,8,14.0,1011.0,172.0,-34.4546772,150.8460733
Bli Bli,QLD,3.0,2.8,1.1010118941949227,22,15.0,1036.0,92.0,-26.610295,153.02183
Townsville - South,QLD,2.9,5.6,0.5507408442829187,20,45.0,1034.0,288.0,-19.260186,146.8305983
Longford,TAS,2.9,1.0,0.2377398720682302,18,52.0,946.0,148.0,-41.5936936,147.1215353
Ferntree Gully (South) - Upper Ferntree Gully,VIC,2.9,0.2,0.0409688396610395,14,28.0,1043.0,188.0,-37.8815825,145.2951466
Narrabundah,ACT,2.9,2.2,0.2102123179505176,18,8.0,1051.0,104.0,-35.3356919,149.1492215
Hassall Grove - Plumpton,NSW,2.9,0.6,0.1896399381488844,19,36.0,986.0,192.0,-33.7316667,150.8344444
Coburg - West,VIC,2.9,2.1,0.1320869896985883,18,26.0,1042.0,220.0,-37.7534207,144.9460571
Morwell,VIC,2.9,0.5,0.0126167572842604,13,31.0,824.0,96.0,-38.2363218,146.3977575
Mosman - South,NSW,2.9,0.9,0.0290035218562254,14,10.0,1112.0,204.0,-33.8429708,151.2437273
Romsey,VIC,2.9,2.0,0.5472663614328037,22,30.0,1047.0,192.0,-37.3518801,144.7374475
Newport - Bilgola,NSW,2.9,1.1,0.0749107281478031,16,7.0,1104.0,112.0,-33.642654,151.3109247
Maylands,WA,2.9,3.4,0.460967993754879,17,14.0,1017.0,64.0,-31.9345383,115.8985445
Glass House Mountains,QLD,2.9,3.1,0.6601292108906323,22,8.0,1021.0,256.0,-26.9043015,152.9302177
Deer Park,VIC,2.9,1.4,0.3866506313890559,14,6.0,899.0,96.0,-37.7686602,144.7713077
Woodridge,QLD,2.8,2.4,0.1840401975813319,16,9.0,736.0,180.0,-31.3371056,115.5988756
Port Macquarie - South,NSW,2.8,0.4,0.2222455550888982,20,18.0,1020.0,116.0,-31.4460332,152.8945592
Moffat Beach - Battery Hill,QLD,2.8,0.9,0.0989389920424403,20,11.0,1014.0,140.0,-26.793456,153.1359714
Walkervale - Avenell Heights,QLD,2.8,0.6,0.1117329405989199,15,85.0,887.0,24.0,-24.8820498,152.3596125
Leichhardt,NSW,2.8,1.5,0.204205792884539,16,20.0,1076.0,204.0,-33.8819328,151.155867
Exmouth,WA,2.8,2.8,0.2816901408450704,17,30.0,1016.0,226.0,-21.9324401,114.1258094
Tarneit - Central,VIC,2.7,0.5,20.0,22,47.0,1015.0,48.0,-37.8369098,144.6929194
Wamberal - Forresters Beach,NSW,2.7,0.7,0.2016592920353982,18,17.0,1081.0,84.0,-33.430832,151.4474949
Ballarat,VIC,2.7,-0.3,0.0240041746390676,8,30.0,1042.0,548.0,-37.5623013,143.8605645
College Grove - Carey Park,WA,2.7,1.1,0.2162030258662762,19,9.0,878.0,76.0,-33.3740061,115.6608494
Grafton Surrounds,NSW,2.7,2.0,0.1902399785494034,20,29.0,951.0,200.0,,
Mount Isa,QLD,2.7,-0.9,-0.0940630706213295,8,0.0,975.0,120.0,-20.7289898,139.4931522
Brookfield,VIC,2.7,2.4,3.1437101910828025,22,14.0,952.0,204.0,-27.488929,152.907882
Ormeau (West) - Yatala,QLD,2.7,1.5,1.444656124976186,21,16.0,1048.0,92.0,-27.774813,153.2520815
Warrnambool - South,VIC,2.6,0.8,0.0858719117294315,19,34.0,999.0,240.0,-38.3953833,142.4710656
Rosehill - Harris Park,NSW,2.6,3.7,0.5412142529438753,17,5.0,963.0,884.0,-33.8209038,151.0165104
