sa2_code,sa2_name,state,sa4_name,v9_score,v9_rank,high_pressure_v9,saturation_index,v10_score,v10_rank,top_3_drivers,sa4_rank,high_pressure_pct
407011148,Victor Harbor,SA,South Australia - South East,8.611410346271445,151,1,0.04194055727563906,8.250242997419617,126,urban_renewal_score: +2.715 | total_dwellings_2024-25: +2.446 | lot_approvals_2yr: +1.323,63,17.9
305011112,West End,QLD,Brisbane Inner City,9.002807771718944,129,1,0.0879140750570515,8.211334253551838,127,urban_renewal_score: +2.420 | total_dwellings_2024-25: +1.886 | erp_change_pct: +1.367,11,39.4
801011002,Belconnen,ACT,Australian Capital Territory,9.259270610111818,105,1,0.11535041526525558,8.191209900182043,128,urban_renewal_score: +2.950 | total_dwellings_2024-25: +2.243 | lot_approvals_2yr: +1.286,81,6.0
303051074,Pallara - Willawong,QLD,Brisbane - South,8.650578830417563,147,1,0.05482613252164271,8.176301049072173,129,total_dwellings_2024-25: +2.091 | erp_change_pct: +1.690 | urban_renewal_score: +1.577,23,29.4
119041378,Kogarah,NSW,Sydney - Inner South West,8.320707844130407,161,1,0.018813845094148823,8.164163335677268,130,urban_renewal_score: +2.398 | total_dwellings_2024-25: +2.355 | erp_change_pct: +1.625,28,29.3
401031013,Toorak Gardens,SA,Adelaide - Central and Hills,8.695991332062812,145,1,0.06251813348397053,8.152334185189458,131,urban_renewal_score: +3.297 | total_dwellings_2024-25: +2.355 | erp_change_pct: -1.576,13,39.1
310031294,Ripley,QLD,Ipswich,10.325084799242724,19,1,0.21295873940143956,8.126267756183028,132,urban_renewal_score: +2.176 | total_dwellings_2024-25: +1.922 | erp_change_pct: +1.535,33,33.3
125031481,Granville - Clyde,NSW,Sydney - Parramatta,8.305223015772329,163,1,0.02156889394095876,8.126088541389127,133,urban_renewal_score: +3.104 | total_dwellings_2024-25: +2.491 | lot_approvals_2yr: +1.320,12,41.2
213041578,Melton South - Weir Views,VIC,Melbourne - West,8.6927449262848,146,1,0.06598173685869274,8.119182517978938,134,total_dwellings_2024-25: +2.142 | urban_renewal_score: +1.689 | erp_change_pct: +1.599,8,37.7
506041132,Beckenham - Kenwick - Langford,WA,Perth - South East,8.289941111822076,164,1,0.021075477054926017,8.115226648133183,135,urban_renewal_score: +2.593 | total_dwellings_2024-25: +2.378 | lot_approvals_2yr: +1.196,18,36.6
206061516,South Yarra - South,VIC,Melbourne - Inner,8.498274296915806,156,1,0.04936695237066115,8.07874039446715,136,urban_renewal_score: +3.283 | total_dwellings_2024-25: +2.212 | erp_change_pct: -1.536,4,49.1
120031396,Homebush,NSW,Sydney - Inner West,8.477161065344905,157,1,0.04842547427976856,8.06665052020959,137,urban_renewal_score: +2.484 | total_dwellings_2024-25: +2.046 | erp_change_pct: +1.124,30,33.3
504031066,Midland - Guildford,WA,Perth - North East,8.234282972202314,166,1,0.02052103804607819,8.065306938047577,138,urban_renewal_score: +3.047 | total_dwellings_2024-25: +2.557 | lot_approvals_2yr: +1.359,37,35.7
117011323,Pagewood - Hillsdale - Daceyville,NSW,Sydney - City and Inner South,9.03324622763344,126,1,0.1072203362814313,8.064698529393612,139,urban_renewal_score: +3.103 | total_dwellings_2024-25: +2.354 | lot_approvals_2yr: +1.448,36,22.2
309091541,Southport - South,QLD,Gold Coast,8.256128734278889,165,1,0.026725081566180586,8.035483020434398,140,urban_renewal_score: +3.241 | total_dwellings_2024-25: +2.481 | lot_approvals_2yr: +1.360,9,40.7
120011673,Rhodes,NSW,Sydney - Inner West,9.031860641510582,127,1,0.11063100922184356,8.032656783589218,141,urban_renewal_score: +3.139 | total_dwellings_2024-25: +2.304 | lot_approvals_2yr: +1.363,30,33.3
105031101,Dubbo - South,NSW,Far West and Orana,8.592030331601668,153,1,0.07132783979612918,7.979179368585702,142,urban_renewal_score: +3.399 | total_dwellings_2024-25: +2.331 | lot_approvals_2yr: +1.325,86,6.7
401061022,Walkerville,SA,Adelaide - Central and Hills,8.13469838804106,171,1,0.02239863478627148,7.952492249750858,143,urban_renewal_score: +3.307 | total_dwellings_2024-25: +2.605 | lot_approvals_2yr: +1.421,13,39.1
311011305,Beaudesert,QLD,Logan - Beaudesert,8.358602634714856,159,1,0.049493343743912746,7.944907441296139,144,urban_renewal_score: +2.389 | total_dwellings_2024-25: +2.306 | lot_approvals_2yr: +1.205,10,37.1
212031303,Cranbourne South,VIC,Melbourne - South East,10.029523530178674,54,1,0.20975430294426103,7.925787813242982,145,urban_renewal_score: +2.185 | total_dwellings_2024-25: +1.909 | erp_change_pct: +1.578,19,44.6
305031131,Wooloowin - Lutwyche,QLD,Brisbane Inner City,8.10366012126092,173,1,0.026081122337234107,7.892307570258947,146,urban_renewal_score: +3.014 | total_dwellings_2024-25: +2.441 | lot_approvals_2yr: +1.301,11,39.4
311041571,Yarrabilba,QLD,Logan - Beaudesert,9.181788702753904,111,1,0.14218384946579438,7.876286640014812,147,total_dwellings_2024-25: +2.170 | urban_renewal_score: +2.042 | erp_change_pct: +1.531,10,37.1
209011199,Heidelberg West,VIC,Melbourne - North East,8.329423989645345,160,1,0.056238365638599415,7.860990797756749,148,total_dwellings_2024-25: +2.329 | urban_renewal_score: +1.727 | erp_change_pct: +1.604,32,31.0
210041240,Sunbury,VIC,Melbourne - North West,8.154061515962034,169,1,0.037849658907037315,7.845433068875872,149,total_dwellings_2024-25: +2.253 | urban_renewal_score: +1.784 | erp_change_pct: +1.450,26,26.3
206051128,Albert Park,VIC,Melbourne - Inner,9.281450416373092,104,1,0.155109868233222,7.841805865276278,150,urban_renewal_score: +3.110 | total_dwellings_2024-25: +2.252 | lot_approvals_2yr: +1.262,4,49.1
127011729,Oran Park,NSW,Sydney - South West,10.039542621928046,52,1,0.22472541646774752,7.7834022250695645,151,urban_renewal_score: +2.221 | total_dwellings_2024-25: +1.970 | erp_change_pct: +1.520,20,35.3
116021629,Marsden Park - Shanes Park,NSW,Sydney - Blacktown,9.650186913677317,84,1,0.19697160043460854,7.749374152797181,152,urban_renewal_score: +2.206 | total_dwellings_2024-25: +1.909 | erp_change_pct: +1.484,35,25.0
801091109,Phillip,ACT,Australian Capital Territory,9.398426005909206,101,1,0.17856851547450253,7.720163026237041,153,urban_renewal_score: +2.081 | total_dwellings_2024-25: +1.890 | erp_change_pct: +1.575,81,6.0
310041304,Springfield Lakes,QLD,Ipswich,8.173894203663611,168,1,0.05675096558880047,7.710017814985002,154,urban_renewal_score: +2.142 | total_dwellings_2024-25: +2.051 | erp_change_pct: +1.448,33,33.3
309021230,Coolangatta,QLD,Gold Coast,8.106169287468136,172,1,0.04906975177304682,7.708401572701779,155,urban_renewal_score: +2.957 | total_dwellings_2024-25: +2.410 | lot_approvals_2yr: +1.317,9,40.7
102011032,Gosford - Springfield,NSW,Central Coast,8.531297574623038,154,1,0.10062719713980871,7.672817011723073,156,urban_renewal_score: +2.918 | total_dwellings_2024-25: +2.284 | lot_approvals_2yr: +1.205,60,20.0
125021477,Ermington - Rydalmere,NSW,Sydney - Parramatta,8.315233145998114,162,1,0.0826963936960546,7.6275933520821715,157,urban_renewal_score: +3.028 | total_dwellings_2024-25: +2.156 | lot_approvals_2yr: +1.180,12,41.2
201011006,Delacombe,VIC,Ballarat,8.199281172712231,167,1,0.07033845532943434,7.6225564002119395,158,total_dwellings_2024-25: +2.063 | urban_renewal_score: +1.827 | erp_change_pct: +1.539,55,11.1
313041376,Upper Caboolture,QLD,Moreton Bay - North,7.762767119050127,186,1,0.019048871517095375,7.614895165582209,159,urban_renewal_score: +2.967 | total_dwellings_2024-25: +2.591 | lot_approvals_2yr: +1.404,2,63.6
127031523,Chipping Norton - Moorebank,NSW,Sydney - South West,8.08862965942911,174,1,0.059593302577421986,7.606601504698041,160,urban_renewal_score: +2.794 | total_dwellings_2024-25: +2.490 | lot_approvals_2yr: +1.501,20,35.3
209011200,Ivanhoe,VIC,Melbourne - North East,7.870844943440311,179,1,0.034056870264301355,7.602788598331132,161,urban_renewal_score: +3.233 | total_dwellings_2024-25: +2.490 | lot_approvals_2yr: +1.472,32,31.0
213051582,Tarneit (West) - Mount Cottrell,VIC,Melbourne - West,9.925441924171908,65,1,0.2368111257494379,7.574986848548092,162,urban_renewal_score: +2.208 | total_dwellings_2024-25: +2.062 | erp_change_pct: +1.500,8,37.7
319041521,Urangan - Wondunna,QLD,Wide Bay,7.88723772530218,178,1,0.0405293488758258,7.567573115866833,163,total_dwellings_2024-25: +2.436 | urban_renewal_score: +1.884 | lot_approvals_2yr: +1.264,25,34.3
305021117,Morningside - Seven Hills,QLD,Brisbane Inner City,7.719244989956413,192,1,0.019977910425095228,7.565030604997698,164,urban_renewal_score: +2.671 | total_dwellings_2024-25: +2.587 | lot_approvals_2yr: +1.319,11,39.4
127031730,Edmondson Park,NSW,Sydney - South West,9.913609471698924,66,1,0.2414054864801355,7.520409754409367,165,urban_renewal_score: +2.245 | total_dwellings_2024-25: +1.981 | erp_change_pct: +1.476,20,35.3
402031036,Enfield - Blair Athol,SA,Adelaide - North,7.922081542302502,177,1,0.053643084419721355,7.4971166533488525,166,total_dwellings_2024-25: +2.704 | urban_renewal_score: +2.274 | lot_approvals_2yr: +1.512,24,33.3
209041436,South Morang - South,VIC,Melbourne - North East,7.837477929003645,181,1,0.04394115594939068,7.493090089075389,167,total_dwellings_2024-25: +2.669 | urban_renewal_score: +2.551 | lot_approvals_2yr: +1.335,32,31.0
505031255,Alkimos - Eglinton,WA,Perth - North West,9.946704482706693,62,1,0.2469374535895168,7.49049060613967,168,urban_renewal_score: +2.197 | total_dwellings_2024-25: +1.936 | erp_change_pct: +1.479,22,30.4
301021551,Southern Moreton Bay Islands,QLD,Brisbane - East,7.783541517569292,185,1,0.039316955199182664,7.4775163644320415,169,total_dwellings_2024-25: +2.285 | erp_change_pct: +1.813 | lot_approvals_2yr: +1.157,34,42.9
114011277,North Nowra - Bomaderry,NSW,Southern Highlands and Shoalhaven,7.790754556160578,184,1,0.04117153698158056,7.469997216837195,170,urban_renewal_score: +3.189 | total_dwellings_2024-25: +2.504 | lot_approvals_2yr: +1.337,49,11.1
125011586,Lidcombe,NSW,Sydney - Parramatta,7.927759197444389,176,1,0.06060268513757214,7.447315702955175,171,urban_renewal_score: +2.487 | total_dwellings_2024-25: +1.897 | erp_change_pct: +1.758,12,41.2
506061142,Byford,WA,Perth - South East,7.84555376461932,180,1,0.05550868260763936,7.410057410817895,172,total_dwellings_2024-25: +2.063 | erp_change_pct: +1.681 | urban_renewal_score: +1.592,18,36.6
125041589,Wentworthville - Westmead,NSW,Sydney - Parramatta,7.726009909101251,188,1,0.04103586649340599,7.40896639794464,173,urban_renewal_score: +2.645 | total_dwellings_2024-25: +2.404 | lot_approvals_2yr: +1.265,12,41.2
111021217,Edgeworth - Cameron Park,NSW,Newcastle and Lake Macquarie,7.724920017299237,189,1,0.042698596451544224,7.3950767748601205,174,total_dwellings_2024-25: +2.285 | urban_renewal_score: +1.583 | lot_approvals_2yr: +1.245,39,20.0
102021056,Warnervale - Wadalba,NSW,Central Coast,7.721474789342197,191,1,0.04506445139776549,7.373510763978814,175,total_dwellings_2024-25: +2.332 | urban_renewal_score: +1.882 | lot_approvals_2yr: +1.274,60,20.0
205031093,Wonthaggi - Inverloch,VIC,Latrobe - Gippsland,7.749870218870471,187,1,0.05066448113889916,7.357227065337591,176,total_dwellings_2024-25: +2.573 | urban_renewal_score: +1.952 | lot_approvals_2yr: +1.433,53,16.7
302031037,Eagle Farm - Pinkenba,QLD,Brisbane - North,7.797007878200377,183,1,0.05767788135925318,7.347292982844373,177,urban_renewal_score: +2.395 | total_dwellings_2024-25: +2.395 | lot_approvals_2yr: +1.342,41,20.0
212011550,Pakenham - North West,VIC,Melbourne - South East,7.80755313990656,182,1,0.060763800340354925,7.333136539766566,178,total_dwellings_2024-25: +2.136 | erp_change_pct: +1.616 | urban_renewal_score: +1.615,19,44.6
207031163,Box Hill,VIC,Melbourne - Inner East,7.583147370944471,195,1,0.03300832893937673,7.332840348128566,179,total_dwellings_2024-25: +2.120 | urban_renewal_score: +1.980 | erp_change_pct: +1.785,15,44.0
404011096,West Lakes,SA,Adelaide - West,7.51116238777186,200,1,0.024731209032039056,7.325402260686284,180,urban_renewal_score: +3.382 | total_dwellings_2024-25: +2.579 | lot_approvals_2yr: +1.372,14,60.0
209041437,Wollert,VIC,Melbourne - North East,10.317913615925765,21,1,0.2908324901313595,7.317129106045815,181,urban_renewal_score: +2.239 | total_dwellings_2024-25: +1.821 | erp_change_pct: +1.565,32,31.0
318021470,Bohle Plains,QLD,Townsville,7.524624888900504,199,1,0.029263087068286536,7.304431135620413,182,total_dwellings_2024-25: +2.269 | urban_renewal_score: +1.582 | erp_change_pct: +1.430,68,12.1
206051512,South Melbourne,VIC,Melbourne - Inner,7.4042227599994,207,1,0.015874446975300775,7.286684818402474,183,urban_renewal_score: +2.919 | total_dwellings_2024-25: +2.582 | lot_approvals_2yr: +1.312,4,49.1
213051586,Truganina - North,VIC,Melbourne - West,9.24324677242488,107,1,0.21238907272336488,7.280082161476326,184,total_dwellings_2024-25: +2.120 | urban_renewal_score: +1.892 | erp_change_pct: +1.653,8,37.7
505021090,Nollamara - Westminster,WA,Perth - North West,7.47215497215416,204,1,0.025802206312153034,7.279356887966258,185,total_dwellings_2024-25: +2.573 | urban_renewal_score: +2.474 | lot_approvals_2yr: +1.359,22,30.4
502011021,Dawesville - Bouvard,WA,Mandurah,7.473131605809344,203,1,0.030535353385858062,7.2449368913269305,186,total_dwellings_2024-25: +2.293 | erp_change_pct: +1.663 | urban_renewal_score: +1.537,1,88.9
204031491,Baranduda - Leneva,VIC,Hume,7.5722542395540655,197,1,0.04411871106214723,7.23817614267006,187,total_dwellings_2024-25: +2.319 | urban_renewal_score: +1.929 | lot_approvals_2yr: +1.216,59,8.7
319031513,Gympie - South,QLD,Wide Bay,7.537035933873026,198,1,0.03981519986178361,7.236947341800427,188,total_dwellings_2024-25: +2.182 | erp_change_pct: +1.721 | lot_approvals_2yr: +1.153,25,34.3
210041539,Diggers Rest,VIC,Melbourne - North West,7.579017754390377,196,1,0.04649674202138935,7.226618121088959,189,total_dwellings_2024-25: +2.321 | erp_change_pct: +1.572 | urban_renewal_score: +1.558,26,26.3
506041135,Huntingdale - Southern River,WA,Perth - South East,7.466883184418666,205,1,0.0355068334791232,7.201757806581448,190,total_dwellings_2024-25: +2.569 | lot_approvals_2yr: +1.370 | erp_change_pct: +1.360,18,36.6
116021632,Schofields - East,NSW,Sydney - Blacktown,9.994034292598624,58,1,0.2798713262229361,7.196990660811544,191,urban_renewal_score: +2.191 | total_dwellings_2024-25: +1.874 | erp_change_pct: +1.458,35,25.0
319041520,Torquay - Scarness - Kawungan,QLD,Wide Bay,7.407240847784386,206,1,0.028687917282066554,7.194742535054803,192,urban_renewal_score: +2.997 | total_dwellings_2024-25: +2.373 | lot_approvals_2yr: +1.398,25,34.3
302031040,Nundah,QLD,Brisbane - North,7.302708313989157,215,1,0.015582676585202198,7.188912572136197,193,urban_renewal_score: +3.008 | total_dwellings_2024-25: +2.705 | lot_approvals_2yr: +1.362,41,20.0
309071251,Coomera,QLD,Gold Coast,7.630291530001258,193,1,0.05794720996196262,7.1881374246412895,194,urban_renewal_score: +2.519 | total_dwellings_2024-25: +2.149 | lot_approvals_2yr: +1.192,9,40.7
110011186,Armidale,NSW,New England and North West,7.481128835896502,202,1,0.041107129774737475,7.1736011019777735,195,urban_renewal_score: +3.148 | total_dwellings_2024-25: +2.492 | lot_approvals_2yr: +1.455,74,15.0
506031124,Bentley - Wilson - St James,WA,Perth - South East,7.2859295601835985,217,1,0.019006450707048875,7.147449899142939,196,total_dwellings_2024-25: +2.571 | urban_renewal_score: +2.053 | erp_change_pct: +1.477,18,36.6
507011148,Banjup,WA,Perth - South West,7.402070640185506,209,1,0.03499048023005847,7.143068633788599,197,total_dwellings_2024-25: +2.288 | erp_change_pct: +1.601 | lot_approvals_2yr: +1.237,31,33.3
106011108,Cessnock,NSW,Hunter Valley exc Newcastle,7.60925484027949,194,1,0.06478008832606197,7.11632663963067,198,total_dwellings_2024-25: +2.618 | urban_renewal_score: +2.139 | lot_approvals_2yr: +1.599,17,40.0
202011025,White Hills - Ascot,VIC,Bendigo,7.383785221381974,210,1,0.03775676098512976,7.1049974076127205,199,total_dwellings_2024-25: +2.383 | urban_renewal_score: +1.762 | lot_approvals_2yr: +1.317,42,31.2
206051130,Port Melbourne,VIC,Melbourne - Inner,7.245425519243845,223,1,0.019588101702295798,7.103501387296488,200,urban_renewal_score: +3.218 | total_dwellings_2024-25: +2.598 | lot_approvals_2yr: +1.462,4,49.1
115041623,Box Hill - Nelson,NSW,Sydney - Baulkham Hills and Hawkesbury,9.546660021370126,91,1,0.25693312728166784,7.093806806984626,201,urban_renewal_score: +2.149 | total_dwellings_2024-25: +1.941 | erp_change_pct: +1.491,38,35.0
309011227,Mermaid Beach - Broadbeach,QLD,Gold Coast,8.147584011561218,170,1,0.12948146162211127,7.092622925055327,202,urban_renewal_score: +2.359 | total_dwellings_2024-25: +2.081 | erp_change_pct: +1.175,9,40.7
208031191,Moorabbin - Heatherton,VIC,Melbourne - Inner South,7.300582549016308,216,1,0.03128370032132652,7.072193312381776,203,urban_renewal_score: +2.733 | total_dwellings_2024-25: +2.432 | lot_approvals_2yr: +1.406,6,55.2
316021424,Wurtulla - Birtinya,QLD,Sunshine Coast,7.365744327168665,211,1,0.040714397888623605,7.065852481886448,204,urban_renewal_score: +2.955 | total_dwellings_2024-25: +2.422 | lot_approvals_2yr: +1.351,21,35.3
106021616,Rutherford (South) - Telarah,NSW,Hunter Valley exc Newcastle,7.356331157557676,212,1,0.04050607327835626,7.0583550686297905,205,total_dwellings_2024-25: +2.315 | urban_renewal_score: +1.560 | lot_approvals_2yr: +1.256,17,40.0
310031293,Raceview,QLD,Ipswich,7.201102915248379,225,1,0.021663568217995026,7.045101330999093,206,urban_renewal_score: +3.105 | total_dwellings_2024-25: +2.745 | lot_approvals_2yr: +1.534,33,33.3
115011553,Castle Hill - Central,NSW,Sydney - Baulkham Hills and Hawkesbury,7.723851341972598,190,1,0.08854598776687334,7.0399352955331445,207,urban_renewal_score: +2.445 | total_dwellings_2024-25: +1.927 | erp_change_pct: +1.550,38,35.0
206011495,Brunswick - North,VIC,Melbourne - Inner,7.329408805206405,214,1,0.040788294405737155,7.030454721039644,208,urban_renewal_score: +2.877 | total_dwellings_2024-25: +2.081 | erp_change_pct: +1.312,4,49.1
401041015,Paradise - Newton,SA,Adelaide - Central and Hills,7.271489230119745,219,1,0.03443534435213554,7.021092994527726,209,urban_renewal_score: +3.180 | total_dwellings_2024-25: +2.543 | lot_approvals_2yr: +1.458,13,39.1
309011229,Miami,QLD,Gold Coast,7.276922325736821,218,1,0.03739679817387949,7.004788730194243,210,total_dwellings_2024-25: +2.504 | urban_renewal_score: +1.985 | lot_approvals_2yr: +1.379,9,40.7
316061442,Landsborough,QLD,Sunshine Coast,7.493758229100678,201,1,0.06598513566008259,6.99928157574961,211,urban_renewal_score: +2.067 | total_dwellings_2024-25: +2.021 | erp_change_pct: +1.521,21,35.3
402011025,Gawler - North,SA,Adelaide - North,7.138054036544545,227,1,0.023877769073300244,6.967613230627196,212,urban_renewal_score: +2.823 | total_dwellings_2024-25: +2.685 | lot_approvals_2yr: +1.356,24,33.3
